gene,avg cluster stat sig,most stat sig cluster,least stat sig cluster,avg # species per cluster
BHLHA15,0.32532500000000003,0.183,0.4852,61.0
FLI1,0.46,0.4236,0.4986,101.25
LPXN,0.367,0.2269,0.4797,116.33333333333333
LBH,0.37124999999999997,0.2637,0.4788,146.5
HDAC1,0.4808,0.4616,0.5,122.5
CEBPE,0.40475,0.3123,0.4972,109.5
ONECUT2,0.34035000000000004,0.264,0.4167,90.0
MLLT11,0.49724999999999997,0.4945,0.5,122.0
BRD9,0.33494,0.1133,0.4944,76.4
NR2F2,0.412,0.3968,0.4344,76.66666666666667
LARP4B,0.39604,0.2351,0.481,58.0
GPS2,0.43743333333333334,0.3602,0.4973,84.33333333333333
LCORL,0.476325,0.4217,0.5,163.75
ZDHHC1,0.37152,0.2678,0.5,68.0
BCL9L,0.45730000000000004,0.4146,0.5,110.0
IRAK1,0.37235999999999997,0.1339,0.4945,63.2
NR1I2,0.41229999999999994,0.3293,0.4784,131.0
OTX2,0.47075,0.4442,0.4973,110.0
SCRT2,0.452925,0.3882,0.4858,54.25
ZNF256,0.42245,0.4198,0.4251,176.5
ZCCHC18,0.29673999999999995,0.1258,0.4463,68.2
ZNF248,0.46355,0.4324,0.4947,141.0
PPARA,0.34982,0.25,0.4812,51.2
KDM6B,0.43199999999999994,0.4125,0.4696,71.66666666666667
HDAC10,0.33855,0.2928,0.3843,125.5
MBD3L1,0.42635,0.384,0.4687,121.5
TRIP6,0.38244,0.2793,0.4317,59.2
CUL1,0.48355000000000004,0.4726,0.4945,126.5
MKRN3,0.3626,0.2961,0.4291,114.0
PLAGL2,0.30929999999999996,0.2621,0.3751,82.0
ZNF543,0.44914,0.387,0.4957,91.0
AURKAIP1,0.357975,0.2323,0.4226,65.25
HAT1,0.43715000000000004,0.377,0.4973,116.5
STON1,0.3023666666666667,0.1227,0.4579,82.66666666666667
BUD23,0.4703,0.4689,0.4717,192.5
ZNF609,0.2569,0.0138,0.5,104.5
FOXN4,0.4580666666666667,0.4236,0.4835,84.33333333333333
STAG1,0.30608,0.0222,0.4843,53.0
IL31RA,0.3815666666666666,0.2648,0.4649,110.33333333333333
ZNF77,0.5,0.5,0.5,108.0
SF3A2,0.40754999999999997,0.3944,0.4207,106.0
ZNF69,0.41464999999999996,0.3692,0.4601,118.0
LCOR,0.467225,0.4164,0.4946,200.0
NACC1,0.271425,0.125,0.4226,60.75
RALGAPA1,0.4033,0.3911,0.4251,109.66666666666667
POU2F2,0.48695,0.4739,0.5,128.0
CUL4A,0.44389999999999996,0.3836,0.4959,117.75
KLHL21,0.44489999999999996,0.3912,0.4986,116.0
ZBTB43,0.32225,0.0135,0.445,64.75
MNT,0.33885,0.055,0.4973,58.0
ZXDC,0.30092,0.1771,0.4424,43.0
HIC1,0.38787499999999997,0.2661,0.4943,61.5
HMGA2,0.4066,0.3968,0.4182,180.33333333333334
EAF1,0.360325,0.0316,0.4973,66.5
GSX1,0.337025,0.2802,0.3798,61.75
LHX3,0.44645,0.4198,0.4731,172.5
DNMT3B,0.33993333333333337,0.1772,0.4753,84.33333333333333
TET1,0.279,0.1558,0.4022,105.5
TOB1,0.35150000000000003,0.2611,0.4849,68.5
TRIM29,0.34381999999999996,0.1558,0.4439,56.2
ZNF407,0.31274,0.1494,0.5,7.6
RRN3,0.3234,0.0215,0.4872,66.25
CDK5RAP3,0.3840333333333333,0.3733,0.4002,126.33333333333333
ZNF419,0.448525,0.4067,0.4946,187.0
ATOH1,0.304525,0.1358,0.4211,66.0
ZNF860,0.3338,0.1676,0.5,4.5
ZDHHC11,0.3246,0.25,0.4738,15.333333333333334
CCDC85B,0.4558,0.4367,0.4749,117.0
ASCC1,0.45220000000000005,0.368,0.4946,147.0
ZBED4,0.24982000000000001,0.051,0.4571,41.2
ZNF90,0.3254,0.0932,0.464,48.5
WNT4,0.49529999999999996,0.4906,0.5,124.5
NSD2,0.350225,0.1267,0.5,66.75
ZNF500,0.32645,0.2145,0.4384,81.0
HOXD11,0.43479999999999996,0.368,0.4892,54.25
ZIC2,0.49024999999999996,0.4805,0.5,105.5
PCGF5,0.4899,0.4798,0.5,112.0
ZNF34,0.44635,0.4025,0.4902,119.5
EED,0.4704,0.4263,0.5,156.66666666666666
ZNF654,0.3574333333333333,0.2457,0.4225,85.33333333333333
SCX,0.31295,0.1584,0.5,54.5
HLTF,0.35769999999999996,0.2675,0.4067,85.66666666666667
ZNF141,0.32220000000000004,0.036,0.494,60.75
MED30,0.4314,0.3436,0.478,126.33333333333333
ZNF215,0.49475,0.491,0.4985,92.0
HOXB3,0.45986666666666665,0.425,0.4986,103.66666666666667
JADE1,0.37612500000000004,0.1607,0.4879,115.25
KDM2A,0.46215,0.427,0.4973,110.5
CDY2A,0.25005,0.0001,0.5,11.0
CTNNB1,0.31972000000000006,0.1502,0.4973,97.2
PGR,0.41195000000000004,0.4041,0.4198,117.0
DMRTA2,0.39893333333333336,0.3013,0.4868,73.0
RGS9,0.4307600000000001,0.368,0.4731,65.2
RFX4,0.4729,0.4485,0.4973,141.0
ZKSCAN5,0.278,0.0231,0.4771,58.5
CREB3L4,0.338775,0.2291,0.4731,70.75
ZNF184,0.35152,0.2241,0.4215,52.8
PAXIP1,0.38434999999999997,0.3184,0.4437,64.25
SGK1,0.47567499999999996,0.4453,0.4904,156.5
GLI4,0.35082499999999994,0.2405,0.4758,59.25
PCBD2,0.436025,0.3833,0.4839,67.0
PREB,0.4433750000000001,0.4182,0.5,92.5
RBMX,0.291925,0.0504,0.4955,58.5
KLHL40,0.38000000000000006,0.3348,0.4398,87.66666666666667
ZBTB22,0.33699999999999997,0.3332,0.3408,112.0
ZNF732,0.314375,0.0291,0.4954,66.25
NPM3,0.3664,0.2775,0.4892,56.4
ZNF691,0.3692333333333333,0.214,0.5,130.66666666666666
FOXF2,0.35395,0.2128,0.4855,51.5
ARRB2,0.4753333333333334,0.4589,0.4945,143.0
INF2,0.48335,0.4704,0.4963,113.0
STAT6,0.36745,0.3248,0.4101,154.5
CREB3,0.32667999999999997,0.1193,0.4932,57.6
E2F7,0.35575,0.2719,0.4146,94.5
DTX2,0.35914999999999997,0.3503,0.368,142.5
TRIM48,0.3825,0.2526,0.487,91.0
TRIM56,0.3444,0.2055,0.433,79.33333333333333
MLXIPL,0.48945,0.4789,0.5,109.0
PTEN,0.4013,0.3216,0.481,112.5
NAB2,0.4718,0.4581,0.4855,123.5
KLF1,0.28215,0.1486,0.4157,114.0
BRCA2,0.35106666666666664,0.1567,0.4863,78.33333333333333
CDR2L,0.47355,0.4527,0.4944,115.0
CHAF1B,0.4527333333333334,0.4106,0.4946,83.66666666666667
UCHL5,0.4651,0.4398,0.4904,199.0
PAGE4,0.33,0.0123,0.4744,84.0
ZNF561,0.461575,0.3747,0.5,99.0
CITED4,0.27875,0.1363,0.4212,98.5
SOX2,0.3658,0.2605,0.4711,106.0
BTBD1,0.39283333333333337,0.315,0.4507,77.0
SRFBP1,0.34112499999999996,0.1057,0.4802,65.5
RGS20,0.411375,0.3413,0.4973,117.25
AKAP8L,0.41390000000000005,0.3902,0.4236,113.0
SGSM2,0.4489,0.4005,0.4973,119.5
SENP1,0.32375,0.2266,0.4209,123.5
ZNF274,0.2923,0.1363,0.4639,65.75
CNOT1,0.49396666666666667,0.4847,0.4986,82.33333333333333
S100A8,0.3571333333333333,0.2248,0.4638,84.0
PIH1D1,0.36885,0.2747,0.463,116.5
ANP32A,0.31193333333333334,0.1196,0.4225,80.33333333333333
MST1R,0.378525,0.3174,0.4398,66.5
PXN,0.449525,0.4102,0.4973,146.75
CREBBP,0.3247333333333333,0.2375,0.397,80.0
CHRAC1,0.47945,0.4589,0.5,115.5
NKX3-2,0.4959,0.4918,0.5,107.5
RXRA,0.35455000000000003,0.1382,0.4814,77.5
TLE7,0.3419,0.2656,0.4182,111.5
TCF4,0.46785,0.4357,0.5,194.5
EMSY,0.4904,0.4808,0.5,119.5
ZNF771,0.41390000000000005,0.3521,0.4757,117.0
ELL,0.3461,0.3138,0.3784,120.5
FOXB1,0.3619,0.1252,0.4671,67.25
ZNF598,0.370375,0.2617,0.4366,76.0
ZNF425,0.331125,0.0305,0.4851,34.5
PAX2,0.4381,0.3952,0.481,148.0
TRIM15,0.3852,0.2619,0.4729,81.75
ZNF586,0.4206,0.3748,0.4664,171.5
DNMT1,0.46955,0.4474,0.4917,121.5
TAF10,0.4904,0.489,0.4918,101.0
LMO2,0.5,0.5,0.5,199.5
MYEF2,0.360875,0.13,0.5,115.0
VDR,0.3525,0.2301,0.4785,108.25
VPS36,0.4805,0.4639,0.4971,137.5
SMYD5,0.49865000000000004,0.4973,0.5,110.0
PKN2,0.47985,0.4597,0.5,117.0
DBX1,0.3246,0.1358,0.433,52.4
ZNF280A,0.3226,0.2588,0.4035,38.0
SRC,0.4631,0.441,0.4852,111.5
AGAP2,0.4608666666666666,0.3898,0.4971,140.33333333333334
PSMD11,0.42865,0.3628,0.4945,118.0
ZFPM2,0.42235,0.3474,0.4973,124.0
RBM26,0.33298,0.0154,0.5,50.4
ERN1,0.44415,0.4048,0.4835,135.5
MED9,0.354125,0.1378,0.4913,63.75
HNF1A,0.39255,0.3125,0.4726,134.0
HSF2BP,0.46175,0.429,0.4945,110.5
ZMYND11,0.498,0.496,0.5,186.0
ZNF394,0.45196,0.3911,0.5,117.0
RBPMS,0.41505,0.2719,0.5,112.5
ZNF229,0.32992499999999997,0.0887,0.5,32.25
RLIM,0.291325,0.113,0.4987,63.25
THAP9,0.407,0.3319,0.4821,91.0
MED12,0.44815,0.4128,0.4835,113.5
ZNF587B,0.39775,0.38,0.4155,143.5
TTLL4,0.37024999999999997,0.2379,0.4444,83.25
ZNF668,0.2906,0.0138,0.4398,123.33333333333333
AGO1,0.36935,0.2414,0.4973,113.5
POU5F1B,0.32636666666666664,0.2291,0.5,1.3333333333333333
TRIM6,0.449875,0.368,0.5,134.25
ZNF676,0.42937499999999995,0.3112,0.5,120.75
DDB2,0.41245,0.3439,0.481,122.5
CARF,0.39095,0.3088,0.4731,126.5
ZNF16,0.38932,0.2512,0.5,53.2
SP7,0.28665,0.1591,0.4142,117.0
NKX2-5,0.2713,0.1262,0.4164,104.0
ZSCAN20,0.36206,0.1309,0.4973,54.6
MBD2,0.4606666666666667,0.4099,0.4915,61.333333333333336
NR4A1,0.4304,0.4251,0.4357,175.5
TSC22D3,0.4164,0.3398,0.4726,139.6
MAD2L2,0.4062,0.3915,0.4209,164.0
HSPH1,0.443,0.3915,0.4945,127.0
NDN,0.32644,0.1124,0.4717,50.0
HES5,0.44575,0.3998,0.4917,106.0
PELI1,0.3071,0.1347,0.4389,79.0
STAT5B,0.48806666666666665,0.4744,0.5,82.33333333333333
CNOT8,0.30663333333333337,0.2169,0.4197,93.0
CNPY3,0.38244999999999996,0.1782,0.4822,68.75
ZNF263,0.37766666666666665,0.2716,0.4444,81.33333333333333
RIPK3,0.3492,0.131,0.4338,56.5
S100A1,0.46005,0.4297,0.5,110.75
MSANTD4,0.3883,0.3793,0.3973,123.0
IRF2BP2,0.2584666666666667,0.0923,0.3863,64.0
NCALD,0.4205666666666667,0.368,0.5,119.33333333333333
WWOX,0.4049,0.2878,0.4987,126.75
VAX2,0.3607666666666667,0.2704,0.4539,75.66666666666667
PSMC5,0.411775,0.2758,0.4671,73.75
ZNF622,0.40653333333333325,0.3077,0.5,84.66666666666667
EXOSC9,0.47965,0.4756,0.4837,201.0
ARID3B,0.3201,0.1534,0.4946,54.2
VENTX,0.38232499999999997,0.3172,0.4704,39.75
FOXM1,0.4473,0.3551,0.489,112.75
KLF8,0.41395,0.3667,0.492,61.75
ZNF781,0.49624999999999997,0.4925,0.5,154.5
BHLHB9,0.3757,0.2762,0.4279,65.25
TGFB1I1,0.38439999999999996,0.2387,0.4914,73.0
TBX6,0.4348666666666667,0.4119,0.4517,130.33333333333334
ZNF576,0.31095,0.1488,0.4731,99.5
NME2,0.333875,0.2701,0.478,63.25
METTL3,0.42874999999999996,0.3616,0.4959,116.0
NEDD8,0.47240000000000004,0.4646,0.4802,125.5
ZNF568,0.45760000000000006,0.3553,0.5,144.0
RAPGEF5,0.39596,0.25,0.4731,98.2
TAF3,0.38070000000000004,0.0591,0.4973,58.0
ZNF808,0.42385,0.3724,0.4753,100.5
BOLA3,0.4515,0.4261,0.4769,138.0
EHF,0.4849,0.4698,0.5,155.5
PBX2,0.45535000000000003,0.427,0.4837,119.5
ZNF816,0.4486,0.4429,0.4543,134.0
TRRAP,0.48014999999999997,0.4644,0.4959,131.0
CENPBD1,0.449425,0.4048,0.4776,48.25
TFEB,0.44099999999999995,0.4357,0.4463,171.5
ING5,0.47195,0.4561,0.4878,136.0
TRIM41,0.39597499999999997,0.3351,0.4816,105.0
ARGLU1,0.18323333333333336,0.0127,0.4138,69.0
ZFP57,0.2495666666666667,0.116,0.4577,78.33333333333333
ZNF471,0.44275,0.4143,0.4712,110.5
BRF2,0.34172,0.2933,0.4425,57.4
RING1,0.32158000000000003,0.1405,0.4908,52.8
FHOD1,0.4678,0.441,0.4946,122.0
MAFF,0.30205000000000004,0.1905,0.4136,106.0
TAX1BP1,0.48305,0.4661,0.5,123.5
HEY1,0.292,0.1415,0.4425,122.5
ATMIN,0.345925,0.1358,0.4384,107.75
HEATR1,0.5,0.5,0.5,118.5
MLIP,0.4700333333333333,0.4357,0.4879,151.66666666666666
PID1,0.4465,0.4364,0.4566,198.0
TCFL5,0.4776,0.4756,0.4796,157.0
H1-5,0.3643,0.3088,0.4198,96.0
FOXI2,0.36935000000000007,0.1901,0.4589,61.0
PNRC2,0.49724999999999997,0.4959,0.4986,119.5
KLF17,0.32936666666666664,0.207,0.4066,79.66666666666667
ZSCAN29,0.32936666666666664,0.2317,0.413,75.33333333333333
IKZF2,0.44705,0.3968,0.4973,115.5
ZNF488,0.37975000000000003,0.368,0.3915,155.0
ZNF496,0.32497999999999994,0.1134,0.4863,50.6
SNAPC1,0.30317500000000003,0.1109,0.4835,66.5
TSPYL2,0.27133333333333337,0.195,0.424,73.0
PCBP3,0.4767,0.4534,0.5,115.0
ZNF383,0.46207499999999996,0.3713,0.5,99.5
HOXA6,0.311925,0.1114,0.4945,64.0
EN1,0.46395,0.4373,0.4906,95.5
RUNX1,0.37312500000000004,0.2742,0.4357,74.25
SIM1,0.3152,0.2053,0.4251,118.5
PRDM4,0.30862500000000004,0.1349,0.4164,60.25
ZNF174,0.4223333333333333,0.3222,0.4759,79.0
MACF1,0.27836666666666665,0.0133,0.4945,75.66666666666667
PPP3CA,0.4553666666666667,0.4251,0.5,100.66666666666667
CENPJ,0.3332,0.2844,0.382,109.0
ZNF284,0.4990333333333334,0.4971,0.5,109.33333333333333
EMX2,0.391775,0.1574,0.492,61.75
CCDC71,0.31764,0.0977,0.4756,54.8
KLHL14,0.4357333333333333,0.4172,0.449,73.66666666666667
ALX1,0.45685,0.4164,0.4973,113.0
WWP2,0.46885,0.4404,0.4973,125.0
CSRP2,0.3819333333333333,0.2862,0.4521,148.33333333333334
SUPT5H,0.2995,0.1393,0.39,79.0
ARNT,0.4188,0.3539,0.4837,123.5
ZBTB4,0.31436,0.1771,0.4932,51.8
ZNF778,0.2968,0.0507,0.4286,71.33333333333333
AIM2,0.46085,0.4345,0.4872,47.5
NOD2,0.3415,0.2971,0.3859,132.5
CCNQ,0.47685,0.4537,0.5,102.0
ZNF766,0.5,0.5,0.5,157.0
GMCL1,0.49324999999999997,0.4865,0.5,117.0
ZFP14,0.4504,0.3359,0.5,86.2
NFE2L2,0.2919,0.1608,0.423,131.5
ZNF432,0.498,0.496,0.5,138.5
STOX2,0.44035,0.3889,0.4918,116.5
PRRX1,0.4527333333333334,0.3926,0.4971,136.33333333333334
BHLHE22,0.34823333333333334,0.151,0.5,71.33333333333333
TIGD1,0.2668,0.0336,0.5,18.5
WTIP,0.30705,0.2167,0.3974,85.5
SERTAD1,0.30772,0.115,0.4119,51.4
ATXN3L,0.29485,0.2441,0.3456,16.5
HIF1AN,0.48385,0.4677,0.5,113.0
CARM1,0.48624999999999996,0.478,0.4945,128.0
ZNF554,0.2984,0.0123,0.4892,56.0
SMAD7,0.39935,0.3398,0.4589,107.0
ZNF518A,0.23552499999999998,0.0117,0.3545,61.25
FOXO3,0.343125,0.2647,0.4763,61.5
ZNF600,0.4883,0.4854,0.4912,129.0
FOXD4L1,0.30232000000000003,0.0354,0.4664,52.2
PRAMEF14,0.16236666666666666,0.036,0.3981,38.333333333333336
SMARCD2,0.47695,0.4566,0.4973,183.5
IRF2,0.42974999999999997,0.4238,0.4357,124.0
ASCL1,0.48214999999999997,0.4808,0.4835,118.0
ISL1,0.423975,0.3525,0.4945,91.75
PITX3,0.2951,0.1716,0.4884,52.0
CCR7,0.45626666666666665,0.4217,0.4986,93.0
CPSF4L,0.35877499999999996,0.25,0.4463,94.75
CBX4,0.42733333333333334,0.4159,0.4463,86.33333333333333
COMMD5,0.46190000000000003,0.4186,0.5,59.5
TAF4B,0.45730000000000004,0.4146,0.5,119.0
KCNIP4,0.48319999999999996,0.4664,0.5,138.0
TAF5L,0.4426333333333334,0.3308,0.5,81.0
ESR1,0.48995,0.4839,0.496,115.0
HMGN2,0.40080000000000005,0.2414,0.4756,71.0
TUT7,0.33075,0.2621,0.3952,69.25
SUB1,0.3827,0.3211,0.4443,119.0
ZBTB17,0.47045,0.4463,0.4946,112.5
HDAC8,0.429,0.4155,0.4425,173.5
ID3,0.47125,0.4603,0.4822,125.5
EME2,0.3499333333333334,0.3313,0.3815,73.33333333333333
EBF1,0.47185,0.4437,0.5,130.0
COPS2,0.45665,0.4146,0.4987,115.5
ZNF346,0.4073333333333333,0.315,0.4726,132.33333333333334
ZNF358,0.40443333333333337,0.3445,0.4882,78.33333333333333
ABL1,0.40085,0.25,0.5,70.0
ZBP1,0.3691,0.2793,0.4589,123.5
MSC,0.42485,0.3796,0.4701,116.0
WBP2NL,0.3688,0.2678,0.4698,111.0
NUPR1,0.3563666666666667,0.2419,0.4286,113.0
PIAS3,0.4215,0.3539,0.4891,119.5
MAPK8IP1,0.489,0.478,0.5,114.5
TCEAL2,0.47785,0.464,0.4917,146.5
SSX2,0.25223333333333336,0.0459,0.368,95.33333333333333
PINK1,0.49219999999999997,0.4858,0.4986,121.0
GATA2,0.44555,0.3911,0.5,108.5
BAZ2A,0.38645,0.2921,0.4808,115.5
SOX11,0.32993333333333336,0.13,0.4557,71.66666666666667
MAGED1,0.46375,0.4517,0.4758,160.5
RNF111,0.30523333333333336,0.1358,0.4119,81.0
ZNF707,0.33675000000000005,0.1648,0.4268,26.75
ZNF148,0.3907,0.2814,0.5,111.0
MED27,0.41796666666666665,0.3184,0.4892,132.33333333333334
CFAP20,0.404125,0.3747,0.4379,71.0
HOXC4,0.4878,0.4783,0.4973,113.0
FBXW7,0.44284999999999997,0.3911,0.4946,124.5
ZNF202,0.3189,0.129,0.4377,82.33333333333333
HOXC13,0.38156,0.3187,0.4682,51.2
FOSL2,0.4108,0.383,0.4386,152.5
RNASEL,0.42535,0.3836,0.4671,128.5
PRAMEF2,0.32770000000000005,0.1537,0.4348,74.33333333333333
NR3C1,0.36945,0.2883,0.4942,91.25
ZFP92,0.32455,0.2799,0.3692,99.5
ZNF517,0.3956,0.308,0.4832,79.5
YEATS4,0.43765,0.3807,0.4946,114.0
ATF6,0.45225,0.4285,0.476,147.0
GTF3C2,0.44705,0.3968,0.4973,112.0
FOXP1,0.49865000000000004,0.4973,0.5,143.0
FLNA,0.2948,0.1314,0.4785,63.25
ZNF23,0.25876,0.0247,0.3992,60.8
RPRD1A,0.43440000000000006,0.404,0.455,136.66666666666666
BPNT1,0.380025,0.2291,0.4865,79.25
PMF1,0.4226,0.3989,0.4463,179.5
ZC3H7A,0.29923333333333335,0.0172,0.5,77.33333333333333
NFATC3,0.4436333333333333,0.4157,0.4632,84.66666666666667
PTOV1,0.43448000000000003,0.4146,0.4798,93.2
ZFP36,0.289075,0.1583,0.4217,88.0
TEAD1,0.45325,0.4119,0.4946,123.5
ZNF410,0.46530000000000005,0.4257,0.4946,141.33333333333334
ZFP28,0.359275,0.1853,0.4976,57.25
CDK13,0.32142499999999996,0.221,0.4225,56.0
ENG,0.45472500000000005,0.4102,0.5,111.25
ATOH8,0.3005333333333333,0.1607,0.4225,75.33333333333333
TFB2M,0.436625,0.3937,0.4798,69.25
ZFP3,0.41025,0.3356,0.4849,125.0
ZFAND3,0.4515,0.4263,0.4767,128.0
ZNF99,0.443975,0.3965,0.4851,111.0
PRAP1,0.361875,0.2886,0.4583,87.0
GTF2IRD2B,0.39359999999999995,0.2787,0.4544,140.75
SKI,0.1741,0.0048,0.4023,61.0
KLHL36,0.361425,0.2413,0.4945,74.0
KLHL28,0.43265,0.3952,0.4701,160.0
NOTO,0.29612000000000005,0.04,0.438,49.8
GCM1,0.49195,0.4839,0.5,112.5
AKIRIN1,0.32233999999999996,0.1184,0.4973,49.2
NCOA1,0.40779999999999994,0.3047,0.481,91.66666666666667
CBFA2T3,0.3894333333333333,0.3527,0.4217,123.0
CENPT,0.297125,0.1558,0.3915,83.0
ELP3,0.49050000000000005,0.4837,0.4973,120.0
CTBP1,0.45799999999999996,0.4266,0.4894,138.5
GATAD2A,0.332325,0.1607,0.4251,70.0
SETBP1,0.43220000000000003,0.3125,0.4945,142.2
PARK7,0.423025,0.3528,0.4731,72.75
MLX,0.44093333333333334,0.3604,0.5,149.33333333333334
KLHL13,0.43382499999999996,0.4058,0.4701,87.25
PTTG1,0.28500000000000003,0.1607,0.4093,113.0
BARX1,0.31535,0.2273,0.4034,104.0
LANCL2,0.4530666666666667,0.4157,0.5,86.33333333333333
TGFB1,0.43986666666666663,0.3539,0.4836,127.66666666666667
INSR,0.4916,0.4846,0.4986,116.0
ZNF283,0.4609,0.3985,0.4917,111.6
ZNF320,0.4197,0.3886,0.4624,138.5
PRMT3,0.4973,0.4973,0.4973,123.5
JUN,0.315375,0.2631,0.3764,63.5
PHRF1,0.3014,0.1591,0.4453,65.0
PHF19,0.4496,0.4198,0.4933,131.33333333333334
ZNF596,0.4681,0.3964,0.5,83.8
CSNK2A1,0.4973,0.4973,0.4973,204.0
ZNF761,0.4854,0.4708,0.5,95.0
ZNF852,0.44510000000000005,0.4111,0.4791,98.5
ISX,0.39265,0.3613,0.424,110.5
DNTTIP1,0.4708,0.4444,0.4972,116.0
FOXC1,0.43660000000000004,0.3918,0.4973,69.66666666666667
TNP1,0.4897,0.4863,0.4931,123.5
ZBTB3,0.40180000000000005,0.3305,0.4731,122.5
ZNF491,0.45122500000000004,0.3545,0.4922,118.0
TCP10L,0.3558,0.3477,0.3639,104.5
CRIP2,0.46835,0.4552,0.4815,171.5
RCOR2,0.4592,0.4211,0.4973,115.0
ATF7IP2,0.29885,0.1676,0.4301,108.5
ZNF532,0.3555,0.151,0.4731,63.75
KAT7,0.48915,0.481,0.4973,169.5
IKZF5,0.44216666666666665,0.4279,0.4666,83.33333333333333
ICE1,0.31855,0.2017,0.4666,66.5
ZSCAN30,0.4272666666666667,0.3882,0.4972,123.66666666666667
KLF10,0.3508,0.2997,0.4019,142.0
SP9,0.4085599999999999,0.2637,0.5,48.6
ILF2,0.4566,0.4132,0.5,114.0
ZNF18,0.42525,0.3667,0.4986,63.75
NPAS1,0.42245,0.3686,0.4763,114.5
TERF2,0.36594999999999994,0.1865,0.4943,63.0
TRIM8,0.40795000000000003,0.3428,0.4731,112.0
ZNF678,0.30705,0.0364,0.4714,73.5
SIAH1,0.41686666666666666,0.3401,0.4674,108.33333333333333
H1-2,0.36995,0.3508,0.3891,106.5
STRAP,0.43789999999999996,0.4226,0.4496,124.0
CDCA7L,0.3254,0.2626,0.3882,132.5
NCOR1,0.43665,0.3937,0.4973,119.0
THAP7,0.3961,0.3302,0.462,117.0
PPP2CA,0.47850000000000004,0.4635,0.4935,119.0
ZNF227,0.4857,0.4714,0.5,114.0
ZNF239,0.4442,0.3539,0.5,76.33333333333333
HOXA1,0.40625,0.3889,0.4236,126.0
ZNF384,0.4198,0.3915,0.4671,94.33333333333333
PCBP4,0.41717499999999996,0.3707,0.4543,111.75
CNOT6L,0.46155,0.4258,0.4973,117.5
BCL9,0.2569,0.0138,0.5,105.5
GRHL1,0.4027,0.3232,0.4651,96.66666666666667
OVOL3,0.40195,0.3213,0.4826,106.5
MTA2,0.4757,0.4543,0.4971,128.0
DDX20,0.47314999999999996,0.4517,0.4946,120.0
MED7,0.4578,0.4442,0.485,85.33333333333333
ZGPAT,0.42029999999999995,0.3915,0.4726,117.33333333333333
ZNF468,0.4776,0.4701,0.4851,155.5
DNAJB5,0.427325,0.25,0.4973,107.25
MRTFB,0.3185,0.1818,0.4726,68.5
RPS27A,0.46235,0.4344,0.4753,70.0
ZFX,0.2657,0.0103,0.4855,100.5
NR6A1,0.49505,0.4901,0.5,126.0
TOX,0.46475,0.4377,0.4918,120.5
SFPQ,0.27885,0.1354,0.35,53.5
ZNF681,0.320225,0.0112,0.4889,50.5
TRIB1,0.37098000000000003,0.1276,0.4891,54.0
ADNP,0.4018333333333333,0.3232,0.4677,143.33333333333334
KMT5A,0.4899,0.4798,0.5,126.0
ZBTB32,0.28306666666666663,0.1505,0.4047,77.66666666666667
ZNFX1,0.4111,0.333,0.4892,107.0
ENY2,0.28665,0.0127,0.4846,75.0
AKNA,0.4863,0.4726,0.5,127.0
HIF3A,0.352775,0.1179,0.4498,102.25
TNNI2,0.4728,0.4685,0.4771,142.5
TFDP3,0.3779,0.2633,0.4925,15.5
DPF2,0.46825,0.442,0.4945,120.0
RGS7,0.4878,0.4756,0.5,131.5
BLOC1S1,0.3446,0.3225,0.3667,157.5
PRDX5,0.4611,0.4334,0.4888,118.5
DIDO1,0.35145,0.1298,0.4918,95.0
IVNS1ABP,0.4199,0.3398,0.5,112.5
MAFA,0.31567999999999996,0.1415,0.4726,45.8
BACH2,0.29205000000000003,0.1659,0.4182,114.0
ZC3H12A,0.3673,0.1615,0.4825,65.5
TOP1MT,0.28952500000000003,0.1725,0.3367,42.0
RLF,0.274625,0.0138,0.4726,60.75
DOT1L,0.4475,0.395,0.5,108.5
MSANTD3,0.33313333333333334,0.1229,0.4448,85.33333333333333
PREX2,0.4556,0.3478,0.5,56.2
WASL,0.26292499999999996,0.0586,0.4783,64.75
RBPJL,0.3278666666666667,0.1349,0.427,83.0
ZNF264,0.4607,0.4232,0.4893,78.2
TULP1,0.39576666666666666,0.3077,0.4398,97.0
RUVBL2,0.4904,0.4822,0.4986,113.5
HES2,0.38144999999999996,0.3131,0.4498,108.0
NUFIP1,0.3534333333333333,0.1794,0.4769,86.0
CDK8,0.4952,0.4904,0.5,122.5
TAF4,0.3843,0.2855,0.4765,39.0
NKX1-2,0.37285999999999997,0.1102,0.4942,49.4
FLII,0.40995,0.3389,0.481,119.0
SS18L1,0.4083666666666666,0.3136,0.4986,86.0
SRA1,0.38130000000000003,0.2226,0.4932,67.75
ZNF571,0.49243333333333333,0.4858,0.5,95.66666666666667
TBX1,0.35266,0.1402,0.4946,78.8
ZNF786,0.40746666666666664,0.3859,0.4423,81.33333333333333
TERB1,0.46315,0.429,0.4973,117.0
CARHSP1,0.37679999999999997,0.1851,0.4947,63.25
ZNF625,0.41583333333333333,0.3667,0.4791,95.0
PSMC2,0.4484,0.3968,0.5,117.5
IGHMBP2,0.4938,0.4876,0.5,196.5
ZNF45,0.4808,0.4744,0.4872,149.5
ZNF705G,0.4536,0.4183,0.4889,135.5
THAP11,0.4473666666666667,0.3915,0.4835,83.66666666666667
ZNF80,0.26044999999999996,0.0242,0.4967,28.5
CCNH,0.44884999999999997,0.4018,0.4959,113.5
KAT6A,0.4604,0.4441,0.4902,139.66666666666666
RNF2,0.5,0.5,0.5,108.0
